order_id,user_id,order_time,location,items_ordered,total_amount,payment_method,delivery_time,delivery_duration_mins,delivered_on_time
ORD100959,USR8555,2025-06-15 13:32:18,Delhi,Fruits,1133.25,Wallet,2025-06-15 14:27:18,55.0,0
ORD100960,USR5161,2025-06-28 12:09:49,Kolkata,"Rice, Snacks, Eggs, Fruits, Flour",215.92,Cash,2025-06-28 12:44:49,35.0,1
ORD100961,USR8529,2025-07-01 18:08:52,Kolkata,Eggs,944.41,UPI,2025-07-01 18:22:52,14.0,1
ORD100962,USR5183,2025-06-07 00:19:30,Chennai,"Juice, Sugar, Fruits",443.49,Card,2025-06-07 01:20:30,61.0,0
ORD100963,USR1153,2025-06-03 14:25:00,Mumbai,"Fruits, Juice, Bread, Flour, Eggs",645.01,Cash,2025-06-03 15:49:00,84.0,0
ORD100964,USR8622,2025-06-29 11:27:04,Bangalore,Rice,504.17,UPI,2025-06-29 12:30:04,63.0,0
ORD100965,USR5712,2025-06-20 17:49:25,Bangalore,Flour,597.94,Cash,2025-06-20 18:31:25,42.0,1
ORD100966,USR9955,2025-06-14 18:42:53,Mumbai,"Rice, Snacks",1106.66,UPI,2025-06-14 19:41:53,59.0,0
ORD100967,USR3588,2025-06-07 12:51:00,Hyderabad,"Flour, Milk, Bread",515.97,Card,2025-06-07 13:38:00,47.0,0
ORD100968,USR2210,2025-06-19 13:18:55,Delhi,"Rice, Bread, Juice",892.97,UPI,2025-06-19 13:54:55,36.0,1
ORD100969,USR8237,2025-06-12 16:53:53,Bangalore,"Rice, Vegetables, Sugar",766.47,Cash,2025-06-12 17:17:53,24.0,1
ORD100970,USR6661,2025-06-27 17:30:12,Pune,"Flour, Juice",1029.14,Card,2025-06-27 18:40:12,70.0,0
ORD100971,USR5901,2025-06-08 06:50:54,Kolkata,"Juice, Fruits, Bread",1411.56,Cash,2025-06-08 07:20:54,30.0,1
ORD100972,USR7951,2025-06-21 19:20:33,Hyderabad,"Snacks, Eggs, Milk, Sugar",1125.6,Cash,2025-06-21 20:15:33,55.0,0
ORD100973,USR5097,2025-06-18 22:53:44,Chennai,"Bread, Juice, Rice, Vegetables",400.92,Wallet,2025-06-19 00:11:44,78.0,0
ORD100974,USR8484,2025-06-23 22:53:27,Pune,Bread,143.66,UPI,2025-06-23 23:08:27,15.0,1
ORD100975,USR5949,2025-06-29 02:12:44,Bangalore,"Juice, Sugar",467.17,Cash,2025-06-29 02:59:44,47.0,0
ORD100976,USR4263,2025-06-06 05:51:23,Chennai,"Bread, Eggs, Sugar, Flour, Rice",933.11,UPI,2025-06-06 07:02:23,71.0,0
ORD100977,USR7302,2025-06-24 13:02:58,Hyderabad,"Fruits, Juice, Bread",172.0,Wallet,2025-06-24 14:13:58,71.0,0
ORD100978,USR8916,2025-06-19 09:37:37,Chennai,"Juice, Rice",794.91,UPI,2025-06-19 11:04:37,87.0,0
ORD100979,USR2747,2025-06-04 16:07:10,Hyderabad,"Sugar, Vegetables, Juice",935.58,Cash,2025-06-04 17:30:10,83.0,0
ORD100980,USR4886,2025-06-21 04:25:16,Chennai,"Rice, Juice, Sugar",567.94,Card,2025-06-21 05:20:16,55.0,0
ORD100981,USR7248,2025-06-25 21:02:55,Delhi,"Vegetables, Eggs, Rice, Milk, Juice",1179.28,UPI,2025-06-25 21:24:55,22.0,1
ORD100982,USR6881,2025-06-29 22:08:05,Bangalore,"Rice, Sugar, Fruits",249.24,UPI,2025-06-29 22:20:05,12.0,1
ORD100983,USR5847,2025-06-21 19:34:45,Bangalore,"Milk, Bread",205.19,Card,2025-06-21 19:49:45,15.0,1
ORD100984,USR5837,2025-06-29 02:04:46,Kolkata,Bread,1119.46,Card,2025-06-29 02:21:46,17.0,1
ORD100985,USR1359,2025-06-28 09:06:22,Hyderabad,"Milk, Eggs, Juice, Vegetables",793.69,Wallet,2025-06-28 09:59:22,53.0,0
ORD100986,USR7484,2025-06-21 12:57:38,Chennai,"Eggs, Vegetables, Bread",1063.76,Card,2025-06-21 13:39:38,42.0,1
ORD100987,USR5497,2025-06-05 05:29:26,Mumbai,Flour,708.76,Card,2025-06-05 06:53:26,84.0,0
ORD100988,USR1132,2025-06-22 11:12:14,Kolkata,"Rice, Fruits, Vegetables, Snacks",444.96,Cash,2025-06-22 12:38:14,86.0,0
ORD100989,USR1803,2025-06-24 14:18:26,Pune,"Rice, Flour, Vegetables, Sugar",1246.74,Wallet,2025-06-24 15:17:26,59.0,0
ORD100990,USR9138,2025-07-01 09:48:12,Pune,"Flour, Sugar, Milk",1219.18,Card,2025-07-01 10:08:12,20.0,1
ORD100991,USR5689,2025-06-26 04:50:22,Kolkata,Juice,1072.58,Wallet,2025-06-26 05:27:22,37.0,1
ORD100992,USR4770,2025-07-01 03:55:42,Bangalore,Juice,481.0,Card,2025-07-01 05:14:42,79.0,0
ORD100993,USR6772,2025-06-19 01:48:02,Chennai,"Snacks, Juice, Rice, Fruits",926.32,Wallet,2025-06-19 02:38:02,50.0,0
ORD100994,USR4588,2025-06-24 21:02:14,Chennai,Milk,605.36,Cash,2025-06-24 21:27:14,25.0,1
ORD100995,USR4115,2025-06-15 16:22:49,Delhi,"Flour, Vegetables",228.21,Card,2025-06-15 17:39:49,77.0,0
ORD100996,USR5106,2025-06-21 23:42:25,Pune,"Rice, Juice",1384.24,Card,2025-06-22 00:39:25,57.0,0
ORD100997,USR3240,2025-06-14 10:41:50,Mumbai,"Vegetables, Juice",291.55,UPI,2025-06-14 11:46:50,65.0,0
ORD100998,USR2591,2025-06-19 01:02:03,Bangalore,"Bread, Rice, Flour, Fruits",1430.33,Card,2025-06-19 02:15:03,73.0,0
ORD100999,USR1645,2025-07-02 16:04:40,Delhi,"Eggs, Flour, Milk, Fruits, Sugar",724.41,UPI,2025-07-02 17:12:40,68.0,0
ORD101000,USR6061,2025-06-04 14:33:49,Mumbai,"Sugar, Juice, Snacks, Flour",359.19,Wallet,2025-06-04 15:44:49,71.0,0
ORD101001,USR8222,2025-06-13 23:26:03,Bangalore,"Snacks, Milk, Flour",858.66,UPI,2025-06-14 00:51:03,85.0,0
ORD101002,USR1546,2025-06-10 01:19:28,Delhi,"Milk, Eggs, Snacks, Flour, Rice",1322.12,Wallet,2025-06-10 01:39:28,20.0,1
ORD101003,USR6977,2025-06-30 09:23:34,Mumbai,"Milk, Snacks, Juice, Sugar, Fruits",1125.11,Card,2025-06-30 09:50:34,27.0,1
ORD101004,USR3153,2025-06-18 08:39:26,Bangalore,"Snacks, Juice, Sugar",1229.19,Card,2025-06-18 09:07:26,28.0,1
ORD101005,USR2476,2025-06-30 23:22:41,Pune,Fruits,1022.3,UPI,2025-07-01 00:26:41,64.0,0
ORD101006,USR5835,2025-06-09 23:10:11,Mumbai,"Fruits, Vegetables",1069.19,Wallet,2025-06-09 23:45:11,35.0,1
ORD101007,USR6352,2025-06-28 10:42:27,Chennai,"Bread, Sugar, Vegetables, Milk, Eggs",1288.87,Cash,2025-06-28 10:57:27,15.0,1
ORD101008,USR7807,2025-06-20 21:19:18,Hyderabad,"Milk, Flour",449.54,Wallet,2025-06-20 21:32:18,13.0,1
ORD101009,USR3877,2025-06-25 18:07:53,Hyderabad,"Milk, Rice, Juice",785.19,Card,2025-06-25 18:45:53,38.0,1
ORD101010,USR4289,2025-06-24 15:27:44,Chennai,"Flour, Juice, Vegetables, Milk, Snacks",409.69,Cash,2025-06-24 16:35:44,68.0,0
ORD101011,USR3165,2025-06-20 05:17:11,Mumbai,"Sugar, Milk, Snacks, Fruits",1482.74,Wallet,2025-06-20 05:43:11,26.0,1
ORD101012,USR9837,2025-06-16 04:06:27,Chennai,"Juice, Snacks, Bread, Sugar, Fruits",1421.68,Card,2025-06-16 04:58:27,52.0,0
ORD101013,USR6994,2025-06-04 10:20:25,Hyderabad,Fruits,155.2,Cash,2025-06-04 11:49:25,89.0,0
ORD101014,USR9697,2025-06-11 08:50:26,Hyderabad,"Rice, Flour, Snacks",1087.81,Card,2025-06-11 10:05:26,75.0,0
ORD101015,USR9221,2025-06-25 03:06:47,Mumbai,"Sugar, Vegetables",1395.35,Cash,2025-06-25 03:49:47,43.0,1
ORD101016,USR5465,2025-06-20 08:18:26,Hyderabad,"Juice, Fruits, Rice",352.81,Wallet,2025-06-20 08:35:26,17.0,1
ORD101017,USR3695,2025-06-15 12:08:24,Pune,Flour,895.12,Wallet,2025-06-15 12:30:24,22.0,1
ORD101018,USR5210,2025-06-19 16:40:59,Chennai,"Vegetables, Sugar",1381.68,Wallet,2025-06-19 16:57:59,17.0,1
ORD101019,USR8894,2025-06-20 01:11:10,Pune,Vegetables,147.52,Cash,2025-06-20 02:25:10,74.0,0
ORD101020,USR5835,2025-06-10 19:35:59,Pune,"Juice, Fruits, Bread, Snacks, Vegetables",1076.39,Wallet,2025-06-10 20:27:59,52.0,0
ORD101021,USR6549,2025-06-13 17:50:17,Mumbai,Sugar,516.29,Cash,2025-06-13 18:38:17,48.0,0
ORD101022,USR2886,2025-06-16 05:49:01,Chennai,"Vegetables, Bread, Rice",1394.15,UPI,2025-06-16 06:57:01,68.0,0
ORD101023,USR8673,2025-06-30 22:22:04,Mumbai,"Fruits, Snacks, Bread, Flour",1459.48,Card,2025-06-30 23:15:04,53.0,0
ORD101024,USR2233,2025-06-26 10:29:10,Hyderabad,"Flour, Vegetables, Juice",1421.97,UPI,2025-06-26 10:47:10,18.0,1
ORD101025,USR3306,2025-06-17 17:29:28,Bangalore,"Snacks, Fruits, Juice, Flour, Eggs",763.9,Cash,2025-06-17 18:15:28,46.0,0
ORD101026,USR4696,2025-06-17 12:46:19,Mumbai,"Flour, Rice, Eggs, Milk, Snacks",1306.86,Wallet,2025-06-17 14:09:19,83.0,0
ORD101027,USR7511,2025-06-07 10:37:08,Mumbai,"Eggs, Rice, Fruits, Snacks, Juice",1282.37,Wallet,2025-06-07 11:22:08,45.0,1
ORD101028,USR6992,2025-06-12 16:31:45,Bangalore,"Vegetables, Flour, Juice, Sugar",546.74,Cash,2025-06-12 17:08:45,37.0,1
ORD101029,USR2479,2025-07-03 03:22:07,Kolkata,Flour,1260.48,Card,2025-07-03 04:13:07,51.0,0
ORD101030,USR7464,2025-06-20 19:05:37,Hyderabad,"Snacks, Rice",151.81,Wallet,2025-06-20 19:57:37,52.0,0
ORD101031,USR1228,2025-06-18 21:59:00,Chennai,"Fruits, Eggs",934.78,UPI,2025-06-18 22:50:00,51.0,0
ORD101032,USR5332,2025-06-22 20:40:13,Delhi,"Juice, Sugar, Snacks",422.01,Card,2025-06-22 21:55:13,75.0,0
ORD101033,USR9791,2025-06-06 15:39:31,Kolkata,Fruits,268.79,Wallet,2025-06-06 16:43:31,64.0,0
ORD101034,USR3024,2025-06-27 16:29:36,Bangalore,"Vegetables, Sugar, Eggs, Rice",207.73,Cash,2025-06-27 17:50:36,81.0,0
ORD101035,USR8451,2025-07-02 17:02:18,Delhi,"Fruits, Juice, Sugar, Milk, Bread",1074.8,UPI,2025-07-02 17:59:18,57.0,0
ORD101036,USR7038,2025-06-09 20:54:04,Hyderabad,"Milk, Fruits",575.82,Cash,2025-06-09 21:25:04,31.0,1
ORD101037,USR5295,2025-06-07 11:50:47,Mumbai,"Rice, Sugar, Juice",1114.67,Wallet,2025-06-07 12:26:47,36.0,1
ORD101038,USR7242,2025-06-05 17:15:15,Mumbai,"Milk, Fruits, Eggs, Rice",191.5,Card,2025-06-05 18:31:15,76.0,0
ORD101039,USR7086,2025-06-21 22:39:36,Kolkata,"Milk, Vegetables",541.41,Wallet,2025-06-21 23:01:36,22.0,1
ORD101040,USR2775,2025-06-04 07:31:35,Hyderabad,"Flour, Eggs, Milk",855.29,Wallet,2025-06-04 08:25:35,54.0,0
ORD101041,USR4830,2025-06-20 10:36:38,Chennai,"Milk, Sugar, Bread, Eggs",1207.01,Wallet,2025-06-20 10:55:38,19.0,1
ORD101042,USR8724,2025-06-04 08:32:14,Chennai,"Vegetables, Bread, Juice, Eggs, Snacks",546.25,Card,2025-06-04 08:50:14,18.0,1
ORD101043,USR1410,2025-06-12 05:08:35,Pune,Juice,976.25,UPI,2025-06-12 06:11:35,63.0,0
ORD101044,USR6374,2025-06-07 20:28:31,Hyderabad,"Fruits, Bread",1340.37,Cash,2025-06-07 21:04:31,36.0,1
ORD101045,USR4626,2025-06-18 03:53:39,Hyderabad,"Flour, Bread, Vegetables, Fruits, Milk",962.21,Cash,2025-06-18 04:36:39,43.0,1
ORD101046,USR2035,2025-06-28 16:35:51,Pune,"Sugar, Bread",426.14,Card,2025-06-28 16:45:51,10.0,1
ORD101047,USR8606,2025-06-12 13:07:24,Hyderabad,"Snacks, Juice, Fruits",134.16,Wallet,2025-06-12 13:48:24,41.0,1
ORD101048,USR5951,2025-07-02 01:06:11,Hyderabad,"Fruits, Eggs, Bread, Rice",1318.14,UPI,2025-07-02 02:26:11,80.0,0
ORD101049,USR7689,2025-07-03 05:13:39,Pune,"Vegetables, Rice",129.78,Cash,2025-07-03 06:29:39,76.0,0
ORD101050,USR2911,2025-06-06 01:23:54,Kolkata,"Vegetables, Milk, Rice, Sugar",1324.58,Cash,2025-06-06 01:52:54,29.0,1
ORD101051,USR3290,2025-06-10 02:43:25,Hyderabad,"Bread, Snacks, Juice",840.51,Cash,2025-06-10 03:27:25,44.0,1
ORD101052,USR1742,2025-06-19 01:36:24,Hyderabad,"Fruits, Vegetables, Eggs, Rice",1414.69,Wallet,2025-06-19 03:03:24,87.0,0
ORD101053,USR1609,2025-06-25 10:01:17,Mumbai,"Snacks, Vegetables, Milk, Sugar",1218.3,Wallet,2025-06-25 10:27:17,26.0,1
ORD101054,USR5986,2025-06-11 08:34:29,Delhi,"Milk, Sugar, Fruits, Eggs, Vegetables",1497.11,Wallet,2025-06-11 09:01:29,27.0,1
ORD101055,USR9071,2025-06-10 16:41:41,Chennai,"Vegetables, Snacks, Bread, Sugar",591.0,Wallet,2025-06-10 17:35:41,54.0,0
ORD101056,USR2902,2025-06-18 21:32:57,Delhi,"Rice, Juice",1174.06,Wallet,2025-06-18 22:34:57,62.0,0
ORD101057,USR2592,2025-06-11 17:55:07,Kolkata,Juice,662.7,Cash,2025-06-11 19:12:07,77.0,0
ORD101058,USR4846,2025-06-30 00:10:55,Kolkata,"Vegetables, Bread, Fruits",771.83,UPI,2025-06-30 01:24:55,74.0,0
ORD101059,USR9807,2025-07-01 16:57:04,Mumbai,"Fruits, Eggs, Rice",978.51,Cash,2025-07-01 17:07:04,10.0,1
ORD101060,USR3222,2025-07-01 15:46:36,Bangalore,"Juice, Milk, Vegetables",1323.15,Wallet,2025-07-01 16:53:36,67.0,0
ORD101061,USR7367,2025-06-14 17:27:34,Delhi,Rice,1477.72,Card,2025-06-14 18:02:34,35.0,1
ORD101062,USR8432,2025-06-20 09:47:33,Bangalore,"Juice, Snacks, Sugar, Rice",1175.58,Cash,2025-06-20 10:16:33,29.0,1
ORD101063,USR7078,2025-06-29 01:33:02,Mumbai,Eggs,684.87,UPI,2025-06-29 01:52:02,19.0,1
ORD101064,USR9850,2025-06-23 00:07:24,Chennai,"Flour, Bread, Snacks",689.9,Cash,2025-06-23 01:15:24,68.0,0
ORD101065,USR7866,2025-06-18 11:04:32,Bangalore,"Sugar, Flour, Snacks, Fruits",1132.62,Wallet,2025-06-18 12:28:32,84.0,0
ORD101066,USR3531,2025-06-08 08:55:46,Mumbai,Milk,434.29,Wallet,2025-06-08 09:45:46,50.0,0
ORD101067,USR7797,2025-06-13 16:33:17,Kolkata,"Rice, Eggs",254.66,Card,2025-06-13 16:47:17,14.0,1
ORD101068,USR2622,2025-06-26 21:02:49,Hyderabad,Juice,596.47,Card,2025-06-26 22:16:49,74.0,0
ORD101069,USR9017,2025-06-18 15:36:40,Chennai,"Vegetables, Snacks",502.13,Card,2025-06-18 16:02:40,26.0,1
ORD101070,USR7686,2025-07-01 16:31:14,Pune,"Bread, Sugar, Eggs, Flour, Vegetables",514.83,UPI,2025-07-01 17:02:14,31.0,1
ORD101071,USR5583,2025-06-14 23:51:59,Kolkata,"Sugar, Juice",427.05,Cash,2025-06-15 00:41:59,50.0,0
ORD101072,USR1536,2025-06-12 09:44:58,Kolkata,"Rice, Sugar, Eggs",158.93,Card,2025-06-12 11:01:58,77.0,0
ORD101073,USR7070,2025-06-05 20:12:54,Hyderabad,"Eggs, Snacks, Vegetables",125.02,UPI,2025-06-05 21:30:54,78.0,0
ORD101074,USR4559,2025-06-25 09:08:38,Chennai,"Bread, Juice",1482.81,UPI,2025-06-25 09:28:38,20.0,1
ORD101075,USR8264,2025-06-29 09:34:26,Chennai,"Eggs, Juice, Flour",698.88,Wallet,2025-06-29 10:39:26,65.0,0
ORD101076,USR8285,2025-06-28 23:02:25,Delhi,"Fruits, Milk, Flour, Vegetables, Snacks",638.06,UPI,2025-06-29 00:02:25,60.0,0
ORD101077,USR4868,2025-06-23 23:24:20,Chennai,"Fruits, Bread, Rice, Flour, Eggs",1051.51,Cash,2025-06-23 23:54:20,30.0,1
ORD101078,USR6942,2025-06-09 02:13:17,Delhi,"Milk, Juice",405.56,Cash,2025-06-09 03:38:17,85.0,0
ORD101079,USR2627,2025-06-05 12:39:31,Bangalore,"Juice, Vegetables, Eggs, Milk, Rice",1429.95,UPI,2025-06-05 13:14:31,35.0,1
ORD101080,USR7018,2025-06-10 20:04:31,Kolkata,"Sugar, Bread",1200.88,UPI,2025-06-10 20:32:31,28.0,1
ORD101081,USR9920,2025-06-22 13:22:54,Chennai,Flour,225.18,Card,2025-06-22 14:31:54,69.0,0
ORD101082,USR6876,2025-06-16 23:35:18,Kolkata,"Rice, Sugar, Bread, Flour",684.61,Cash,2025-06-17 00:55:18,80.0,0
ORD101083,USR1992,2025-06-28 07:42:29,Bangalore,"Fruits, Vegetables",1330.77,Card,2025-06-28 08:38:29,56.0,0
ORD101084,USR7523,2025-06-05 14:39:40,Chennai,"Rice, Juice, Eggs",1422.62,Card,2025-06-05 15:59:40,80.0,0
ORD101085,USR5520,2025-06-22 07:55:23,Kolkata,"Fruits, Sugar, Vegetables, Snacks",754.36,Wallet,2025-06-22 08:30:23,35.0,1
ORD101086,USR4109,2025-06-24 07:39:07,Kolkata,"Juice, Eggs",958.78,Card,2025-06-24 08:28:07,49.0,0
ORD101087,USR3001,2025-06-29 04:23:01,Delhi,"Eggs, Milk, Vegetables, Sugar",333.85,Cash,2025-06-29 04:37:01,14.0,1
ORD101088,USR8450,2025-06-06 18:25:09,Kolkata,"Sugar, Rice",1487.64,Card,2025-06-06 18:55:09,30.0,1
ORD101089,USR2501,2025-06-27 16:04:50,Pune,"Snacks, Rice",424.34,Cash,2025-06-27 17:31:50,87.0,0
ORD101090,USR4475,2025-06-27 03:46:12,Hyderabad,Milk,1419.82,Cash,2025-06-27 03:59:12,13.0,1
ORD101091,USR1349,2025-06-08 09:39:23,Chennai,"Eggs, Snacks, Juice, Flour",1009.51,Wallet,2025-06-08 10:11:23,32.0,1
ORD101092,USR1828,2025-06-10 00:31:16,Mumbai,"Juice, Sugar",950.83,Card,2025-06-10 00:55:16,24.0,1
ORD101093,USR6464,2025-06-16 19:48:34,Hyderabad,"Vegetables, Bread, Flour, Sugar, Milk",817.76,Card,2025-06-16 20:05:34,17.0,1
ORD101094,USR4990,2025-06-26 09:15:02,Delhi,Snacks,422.94,UPI,2025-06-26 10:05:02,50.0,0
ORD101095,USR3063,2025-06-26 03:25:28,Pune,"Rice, Snacks",347.14,UPI,2025-06-26 03:53:28,28.0,1
ORD101096,USR4362,2025-06-10 23:27:05,Kolkata,"Sugar, Milk, Flour, Eggs, Vegetables",408.68,UPI,2025-06-11 00:22:05,55.0,0
ORD101097,USR2124,2025-06-10 15:30:57,Pune,"Juice, Vegetables, Sugar, Snacks, Eggs",361.01,UPI,2025-06-10 16:07:57,37.0,1
ORD101098,USR4394,2025-07-01 10:39:15,Kolkata,"Flour, Milk",1191.42,Wallet,2025-07-01 11:56:15,77.0,0
ORD101099,USR4538,2025-06-15 11:57:55,Mumbai,"Eggs, Vegetables, Sugar, Flour, Fruits",590.18,Wallet,2025-06-15 12:21:55,24.0,1
ORD101100,USR4817,2025-06-15 21:48:59,Bangalore,"Rice, Eggs, Bread",180.98,UPI,2025-06-15 22:34:59,46.0,0
ORD101101,USR6383,2025-06-17 18:19:31,Kolkata,"Flour, Juice, Eggs",1456.74,Card,2025-06-17 18:29:31,10.0,1
ORD101102,USR3417,2025-06-07 17:41:57,Delhi,"Bread, Snacks, Milk",1337.3,Cash,2025-06-07 18:57:57,76.0,0
ORD101103,USR1046,2025-06-21 00:47:16,Hyderabad,"Rice, Vegetables",1398.85,Cash,2025-06-21 01:20:16,33.0,1
ORD101104,USR5542,2025-06-13 22:20:41,Bangalore,"Juice, Vegetables, Flour",1492.87,UPI,2025-06-13 22:56:41,36.0,1
ORD101105,USR3370,2025-06-14 10:21:32,Bangalore,"Vegetables, Flour, Snacks, Fruits, Bread",343.45,Card,2025-06-14 11:10:32,49.0,0
ORD101106,USR3129,2025-07-02 15:11:35,Kolkata,"Rice, Eggs, Sugar",654.74,Card,2025-07-02 16:23:35,72.0,0
ORD101107,USR9850,2025-06-13 11:12:21,Kolkata,Fruits,1161.53,UPI,2025-06-13 12:22:21,70.0,0
ORD101108,USR5106,2025-06-04 06:59:02,Delhi,"Milk, Fruits",1074.43,Cash,2025-06-04 07:44:02,45.0,1
ORD101109,USR3858,2025-06-15 23:36:11,Hyderabad,"Milk, Rice",315.45,UPI,2025-06-16 00:09:11,33.0,1
ORD101110,USR2801,2025-06-07 03:28:27,Kolkata,"Eggs, Rice, Juice",1242.17,Wallet,2025-06-07 04:01:27,33.0,1
ORD101111,USR1422,2025-06-30 22:22:56,Delhi,Rice,414.22,Wallet,2025-06-30 22:35:56,13.0,1
ORD101112,USR3159,2025-06-21 22:01:37,Kolkata,Rice,413.34,Card,2025-06-21 23:17:37,76.0,0
ORD101113,USR1243,2025-06-17 07:13:27,Kolkata,"Flour, Rice, Sugar",851.76,Cash,2025-06-17 07:56:27,43.0,1
ORD101114,USR6869,2025-06-10 14:11:48,Mumbai,"Bread, Eggs, Sugar, Flour",930.12,UPI,2025-06-10 15:17:48,66.0,0
ORD101115,USR4898,2025-06-06 00:40:10,Mumbai,Fruits,912.12,UPI,2025-06-06 01:38:10,58.0,0
ORD101116,USR6304,2025-06-09 17:03:59,Kolkata,"Eggs, Sugar, Vegetables",228.08,UPI,2025-06-09 18:05:59,62.0,0
ORD101117,USR1258,2025-06-18 21:36:45,Pune,"Sugar, Fruits, Milk, Vegetables, Juice",1328.45,Wallet,2025-06-18 22:08:45,32.0,1
ORD101118,USR3854,2025-06-29 22:57:52,Chennai,"Juice, Bread",471.84,UPI,2025-06-30 00:15:52,78.0,0
ORD101119,USR5347,2025-06-30 16:07:56,Pune,"Rice, Bread",281.32,UPI,2025-06-30 17:09:56,62.0,0
ORD101120,USR1858,2025-06-30 04:51:40,Bangalore,"Milk, Vegetables, Bread",1344.25,Card,2025-06-30 06:02:40,71.0,0
ORD101121,USR3076,2025-07-03 02:11:04,Kolkata,"Snacks, Bread, Sugar, Flour",1437.91,UPI,2025-07-03 03:01:04,50.0,0
ORD101122,USR7897,2025-06-22 14:03:48,Pune,Bread,1306.98,Wallet,2025-06-22 15:09:48,66.0,0
ORD101123,USR9619,2025-06-18 13:31:52,Chennai,"Rice, Sugar, Vegetables, Flour",1233.32,Card,2025-06-18 14:40:52,69.0,0
ORD101124,USR2862,2025-06-21 21:35:01,Pune,Snacks,1017.34,Cash,2025-06-21 22:38:01,63.0,0
ORD101125,USR2041,2025-06-29 13:48:02,Hyderabad,Sugar,871.2,Cash,2025-06-29 15:07:02,79.0,0
ORD101126,USR8802,2025-06-24 10:26:41,Mumbai,"Snacks, Eggs, Fruits, Juice",221.78,Wallet,2025-06-24 11:32:41,66.0,0
ORD101127,USR8344,2025-06-30 13:26:39,Chennai,Vegetables,671.83,UPI,2025-06-30 13:45:39,19.0,1
ORD101128,USR6931,2025-06-17 22:52:31,Mumbai,"Milk, Bread, Juice",621.76,Cash,2025-06-17 23:41:31,49.0,0
ORD101129,USR9408,2025-06-03 22:07:55,Kolkata,Juice,463.66,Cash,2025-06-03 22:23:55,16.0,1
ORD101130,USR2786,2025-06-07 15:18:19,Mumbai,"Eggs, Fruits, Juice",1112.79,Wallet,2025-06-07 16:05:19,47.0,0
ORD101131,USR8405,2025-06-19 09:15:57,Kolkata,Milk,794.23,Card,2025-06-19 10:25:57,70.0,0
ORD101132,USR9254,2025-07-01 03:01:11,Mumbai,"Eggs, Juice",213.46,UPI,2025-07-01 03:13:11,12.0,1
ORD101133,USR4629,2025-06-11 19:26:21,Kolkata,"Vegetables, Eggs, Bread, Flour",408.26,Cash,2025-06-11 20:26:21,60.0,0
ORD101134,USR1710,2025-06-11 12:37:02,Delhi,"Juice, Vegetables, Eggs, Rice",1056.56,Wallet,2025-06-11 13:33:02,56.0,0
ORD101135,USR9543,2025-06-30 01:24:42,Chennai,Snacks,206.58,Wallet,2025-06-30 02:41:42,77.0,0
ORD101136,USR5941,2025-06-28 09:39:24,Bangalore,"Fruits, Rice, Flour, Sugar, Juice",1291.69,Cash,2025-06-28 11:04:24,85.0,0
ORD101137,USR8504,2025-06-11 13:14:39,Chennai,"Sugar, Juice, Bread",793.21,Wallet,2025-06-11 14:01:39,47.0,0
ORD101138,USR1510,2025-06-21 06:58:25,Bangalore,"Snacks, Eggs, Juice, Sugar",772.82,UPI,2025-06-21 07:43:25,45.0,1
ORD101139,USR1996,2025-07-03 03:44:31,Chennai,"Bread, Milk, Snacks, Fruits",929.37,Card,2025-07-03 04:34:31,50.0,0
ORD101140,USR8847,2025-06-28 11:42:22,Chennai,"Eggs, Rice",1254.55,Wallet,2025-06-28 13:00:22,78.0,0
ORD101141,USR7580,2025-06-17 15:00:59,Mumbai,"Flour, Bread, Vegetables, Fruits, Juice",586.93,Cash,2025-06-17 15:22:59,22.0,1
ORD101142,USR7984,2025-06-05 04:04:02,Bangalore,Rice,1049.22,Wallet,2025-06-05 05:11:02,67.0,0
ORD101143,USR2768,2025-06-20 07:37:37,Pune,"Eggs, Sugar, Vegetables",892.02,Cash,2025-06-20 08:36:37,59.0,0
ORD101144,USR9032,2025-06-04 16:44:10,Bangalore,"Flour, Juice",473.84,Card,2025-06-04 17:23:10,39.0,1
ORD101145,USR8267,2025-06-30 05:27:59,Bangalore,"Sugar, Milk, Bread",1330.08,Wallet,2025-06-30 06:38:59,71.0,0
ORD101146,USR2204,2025-06-16 13:30:53,Chennai,Flour,1216.4,UPI,2025-06-16 14:04:53,34.0,1
ORD101147,USR2323,2025-06-10 21:08:49,Bangalore,Flour,1021.83,Wallet,2025-06-10 21:44:49,36.0,1
ORD101148,USR6277,2025-06-23 04:16:59,Kolkata,"Juice, Bread, Rice, Snacks",1290.81,Wallet,2025-06-23 05:16:59,60.0,0
ORD101149,USR3430,2025-06-05 17:13:30,Chennai,"Vegetables, Snacks, Sugar, Rice, Milk",1314.21,Cash,2025-06-05 18:40:30,87.0,0
ORD101150,USR2076,2025-06-12 03:38:32,Pune,"Milk, Bread, Rice, Flour, Juice",1091.71,UPI,2025-06-12 04:44:32,66.0,0
ORD101151,USR3067,2025-06-22 15:58:27,Kolkata,"Milk, Bread, Juice, Snacks",1271.82,Wallet,2025-06-22 16:54:27,56.0,0
ORD101152,USR5505,2025-06-21 13:22:07,Delhi,"Snacks, Rice, Flour",1076.46,Card,2025-06-21 14:10:07,48.0,0
ORD101153,USR9984,2025-06-04 05:11:16,Mumbai,"Vegetables, Snacks, Eggs, Bread, Juice",1052.2,UPI,2025-06-04 05:36:16,25.0,1
ORD101154,USR6327,2025-06-21 23:38:07,Kolkata,Sugar,966.06,Wallet,2025-06-22 00:09:07,31.0,1
